recipe_title,category,subcategory,description,ingredients,directions,num_ingredients,num_steps
브루스케타 치킨 파스타 샐러드,파스타 샐러드,파스타 샐러드,여름은 파스타 샐러드와 굽기 관련 모든 것에 완벽한 계절입니다. 이 브루스케타 치킨 파스타 샐러드는 풍미가 넘쳐나고 생생한 컬러풀한 토마토로 올리기됩니다.,"[""1파운드 뼈 없는 껍질 없는 닭가슴살"", ""1컵 비네그레트"", ""1파운드 푸실리"", ""3파인트 체리 토마토"", ""3테이블스푼 올리브 오일"", ""마늘 클로브, 다지기"", ""바질 잎"", ""맛에 따라 소금과 갓 간 검은 후추"", ""1테이블스푼 발사믹 글레이즈, 필요에 따라""]","[""닭가슴살을 평평한 작업 표면에 놓다. 중앙을 통해 수평으로 슬라이스하다, 다른 쪽까지 자르지 않도록 주의하다. 2개의 면을 열어 펼쳐진 책처럼 펼치다. 나머지 닭가슴살로 반복하다. 닭고기와 비네그레트를 재봉 가능한 플라스틱 봉지에 넣다; 봉지를 봉인하고 냉장고에 놓다 밤새 재우다."", ""야외 그릴을 화씨 400도(섭씨 200도)로 예열하다."", ""비네그레트를 버리다, 닭고기를 그릴에 놓다. 4-5분간 굽기. 톤스로 닭가슴살을 뒤집다. 육즙이 더 이상 분홍색으로 흐르지 않을 때까지 계속 익히다, 즉석 온도계가 화씨 165도(섭씨 74도), 4-5분 더를 읽을 때까지."", ""한편, 큰 냄비에 살짝 소금 친 물을 끓이기. 끓이는 물에서 푸실리를 익히기, 가끔 저어주다, 약 12분 동안 부드럽지만 쫄깃할 때까지. 파스타를 기름기를 빼다 그리고 즉시 파스타를 얼음 물 목욕에 잠그다."", ""토마토를 반으로 자르다 그리고 그릇에 놓다. 기름을 바르다, 다진 마늘, 그리고 바질을 넣다. 소금과 후추로 간하다."", ""파스타를 다시 기름기를 빼다; 토마토 혼합물에 넣다. 토마토를 분산시키고 조합하기 위해 가볍게 버무리다. 구워진 닭가슴살로 올리기, 그리고 발사믹 글레이즈를 뿌리다.""]",9,6
버팔로 치킨 윙스 항아리,버팔로 치킨 윙스,버팔로 치킨 윙스,"이 재미있는 크기의 게임데이 에피타이저는 뼈 없이, 지저분한 튀김 없이, 취한 친구들이 소스를 엎지를 위험이 없는 버팔로 윙스의 모든 매력을 담고 있습니다. 윙스 대신 닭다리살을 버터와 핫소스에 약불로 끓이기, 찢어지게 하고 셀러리와 섞습니다. 블루치즈는 함께 제공되는 크로스티니에 올려집니다: 바게트 슬라이스를 토스트하고 버터와 블루치즈를 펼쳐 올립니다.","[""1½ 파운드 뼈 있는, 껍질 있는 닭다리살"", ""1 작은술 소금"", ""¼ 컵 무염 버터"", ""¼ 컵 루이지애나식 핫소스"", ""3 큰술 물"", ""⅓ 컵 잘게 다진 셀러리"", ""1 꼬집음 카이엔 페퍼, 맛에 따라 (선택사항)""]","[""마른 소스팬을 센불로 가열하다. 팬에 껍질 아래로 다리살을 놓고 껍질이 갈색으로 익혀질 때까지 익히기, 소금으로 넉넉하게 간하기, 약 5분. 껍질이 더 이상 팬에 붙지 않으면 다리살을 뒤집다. 버터, 루이지애나 핫소스, 물을 더하기. 다리살을 버무리다 소스를 저어주기 버터가 녹을 때까지."", ""불을 줄이다 약불로, 덮고, 고기가 뼈에서 쉽게 분리될 때까지 약불로 끓이기, 약 1½ 시간. 불에서 제거하고 족집게를 사용해 고기를 더 작은 조각으로 부수기, 소스에 저어주기. 혼합물을 상온까지 식히기, 최소 20분."", ""고기를 믹싱 볼에 옮기기, 더 작은 조각으로 찢어지게 하기. 뼈, 연골, 껍질을 버리기."", ""팬에 있는 소스를 중강불로 끓이기 해오기. 약간 진해질 때까지 불을 줄이기, 약 2분. 소스를 닭고기 고기 볼에 붓다 그리고 철저히 섞기. 간을 맛보기; 소금, 카이엔, 핫소스를 필요에 따라 더하기. 셀러리를 더하고 한 번 더 섞기."", ""닭고기 혼합물을 파인트 크기 항아리나 냄비에 넣기, 원하면 한 스푼의 핫소스를 올리기, 그리고 항아리를 밀폐하기. 제공할 때까지 냉장 보관. 제공 30분 전에 냉동실에서 꺼내기 펼쳐진 것을 조금 따뜻해지도록 허용."", ""그 사이 오븐을 350도 F(175도 C)로 예열하다. 베이킹 시트에 바게트 슬라이스를 배열하기. 윗부분에 버터를 넉넉하게 기름을 바르다."", ""예열된 오븐에서 굽기 모서리가 황금색으로 변하기 시작할 때까지, 약 20분."", ""그 사이, 버터와 블루치즈를 작은 볼에서 함께 펼치다 합쳐질 때까지."", ""토스트된 바게트 슬라이스를 제거하고 약간 식히기, 오븐을 계속 켜두기. 윗부분에 블루치즈 펼침을 펼치다, 그러고 크로스티니를 계속 굽기 황금색이고 바삭할 때까지, 10-12분. 버팔로 치킨 펼침과 함께 제공하다.",7,9
시카고 스타일 매콤한 스모크하우스 토츠,캐서롤,치킨 캐서롤,"이 타터 토츠는 매콤한 소스를 입힌 닭고기, 치즈, 그리고 케소 블랑코로 가득 차 있습니다. 프랭크의 레드핫의 훌륭한 팬들을 위해 매콤하게 만들었습니다.","[""1 (32온스) 냉동 한입 크기 감자 너겟 (타터 토츠® 같은)"", ""3 큰술 올리브 기름, 나누어서, 필요에 따라"", ""3 큰술 바비큐 시즈닝, 나누어서, 입맛대로"", ""4 껍질 없는, 뼈 없는 닭다리살"", ""4 큰술 버터"", ""2½ 컵 핫 페퍼 소스 (프랭크의 레드핫® 같은), 입맛대로"", ""1 큰술 핫 허니, 입맛대로"", ""2 컵 채썬 멕시칸 스타일 치즈 혼합물"", ""1 컵 화이트 멕시칸 치즈 소스 (케소 블랑코)"", ""¼ 컵 피클 된 빨간 양파, 입맛대로"", ""1 큰술 다진 신선한 파슬리, 입맛대로""]","[""오븐을 425도 F (220도 C)로 예열하다. 테두리가 있는 베이킹 시트에 쿠킹 스프레이를 분무하다. 냉동 타터 토츠를 준비된 팬에 한 층으로 펼치다; 약 1 큰술 올리브 기름을 살짝 붓다; 약 1 큰술 바비큐 러브로 간하다. "", ""예열된 오븐에서 황금색으로 갈색으로 익히고 전체적으로 가열될 때까지 굽다, 약 25분, 또는 패키지 지시에 따라."", ""닭다리살과 남은 2 큰술 올리브 기름을 큰 볼에 놓다. 바비큐 러브로 풍부하게 간하다 (약 1 큰술); 코팅하기 위해 버무리다. 논스틱 팬에서 높은 불로 닭다리를 겉면을 강하게 굽기, 가끔 뒤집으면서, 깊은 갈색으로 익을 때까지; 불을 중간 불로 줄이다. "", ""한편, 작은 냄비에서 중불보다 약한 불로 버터를 녹이다; 핫 소스, 핫 허니를 저어주다, 그리고 바비큐 러브로 입맛대로 간하다; 약불로 끓이기까지 가열하다. "", ""팬의 닭다리살에 허니 핫 소스를 붓다; 불을 중불보다 높은 불로 높이고 닭다리살을 익히다, 소스로 계속 바스팅하면서, 닭다리살이 완전히 익을 때까지 그리고 윤기나는 글레이즈로 코팅될 때까지, 약 5분. 닭다리 국물이 맑게 나와야 하고, 중심 근처에 삽입된 즉석 온도계가 165도 F (74도 C)에 도달해야 합니다. 닭다리살을 도마에 옮기다; 닭다리살을 한입 크기의 조각으로 슬라이스하다. "", ""치즈 소스를 전자레인지에 50% 파워로 따뜻해질 때까지 돌리다, 약 1분, 매 30초마다 저어주다. "", ""타터 토츠를 서빙 접시에 올리다 (또는 베이킹 시트에 담다). 닭다리살과 팬의 남은 소스를 토츠 위에 올리다; 채썬 치즈를 뿌리다. 주방 토치를 사용하여 치즈를 녹이다. 입맛대로 추가 핫 소스와 케소 블랑코를 붓다; 피클 된 빨간 양파와 파슬리로 장식하다. ""]",11,7
다진 간 더 리얼 맥코이,하누카,하누카 에피타이저,어떤 레시피 사이트도 진정한 다진 간의 레시피 없이는 완성되지 않습니다. 이것은 파스트라미와 콘비프 샌드위치를 위한 훌륭한 에피타이저 또는 스프레드입니다.,"[""계란 4개"", ""쇠고기 간 1½파운드, 헹굼"", ""닭간 1파운드, 헹굼"", ""옥수수 기름 2큰술"", ""렌더링된 닭기름 2큰술"", ""옥수수 기름 2큰술"", ""다진 양파 4컵"", ""소금 2작은술"", ""간 검은 후추 ½작은술"", ""렌더링된 닭기름 1큰술""]","[""계란을 냄비에 한 층으로 놓고 계란을 1인치 덮을 정도의 물을 붓습니다. 냄비를 덮고 물을 센 불에서 끓이기합니다. 물이 끓기 시작하면 불에서 제거하고 계란을 뜨거운 물에 15분간 놓아둡니다. 뜨거운 물을 붓고 난 후, 계란을 싱크대의 찬 흐르는 물에 식힙니다. 식으면 껍질을 벗깁니다."", ""오븐의 브로일러를 예열하고 오븐 랙을 열원에서 약 6인치 떨어진 곳에 놓습니다."", ""쇠고기와 닭간을 옥수수 기름 2큰술로 코팅하기한 후, 간을 베이킹 시트에 펼칩니다. 예열된 오븐에서 브로일러로 간이 위에서 갈색으로 익을 때까지 8~10분간 구웁니다. 간을 뒤집고 간이 더 이상 분홍색이 아니고 육즙이 맑을 때까지 약 5분간 계속 브로일합니다. 간을 그릇에 놓고 냉장고에서 차갑게 식힙니다."", ""닭기름 2큰술과 옥수수 기름 2큰술을 큰 프라이팬에 중강 불에 가열하다합니다. 양파를 저어주다합니다; 양파가 부드러워지고 반투명해질 때까지 익히다하고 저어주다합니다, 약 10분. 불을 줄이다하여 중약불로, 양파가 매우 부드럽고 검은 갈색이 될 때까지 계속 익히다하고 저어주다합니다, 15~20분 더. 양파를 그릇에 놓고; 덮고 차갑게 될 때까지 냉장합니다."", ""차갑게 식힌 쇠고기와 닭간, 차갑게 식힌 양파, 삶은 계란을 곱게 다지고, 그릇에 놓습니다. 남은 닭기름 1큰술을 저어주다합니다. 소금과 후추로 간합니다. 제공하기 전까지 냉장합니다.""]",10,5
초리조 케소 감자 봄,에피타이저 그리고 스낵,치즈 에피타이저,"새로운 것을 시도하고 싶다면 이 초리조 케소 감자 봄을 시도해보세요. 완벽한 에피타이저로, 바깥쪽은 바삭하고 안쪽은 풍부하고 크리미합니다.","[""중간 크기 감자 2개 (길이 2~3인치)"", ""코셔 소금 2작은술"", ""익힌 다진 초리조 소시지 1/2파운드"", ""케소 딥 1/2컵"", ""채썬 몬터레이 잭 치즈 1컵"", ""큰 계란 2개"", ""빵가루 1컵"", ""기름 1큰술""]","[""냄비에 감자와 소금을 놓고 물을 한 인치 정도 덮을 정도로 넣습니다. 냄비를 강한 불에 놓고 끓이다. 8~10분 동안 부드러워질 때까지 익히다. 감자는 무르지 않아야 합니다. 기름기를 빼다 그리고 만질 수 있을 정도로 식힐 때까지 옆에 놓습니다."", ""감자를 중앙을 가로질러 슬라이스하다 반으로 자르고 중앙 살을 조심스럽게 퍼냅니다. 1/8인치의 살 테두리를 남깁니다. 소시지와 케소를 중간 크기 그릇에 섞고 저어주다 크리미할 때까지."", ""약 1작은술의 초리조 혼합물을 한 감자 반에 놓고 해당 감자 반에 1~2작은술의 채썬 치즈를 놓다. 두 반을 누르다 감자의 전분이 가능한 한 함께 유지되도록 합니다. 각 감자를 계란으로 코팅하기, 과잉분이 떨어지도록 하고 가볍게 빵가루로 코팅하기, 감자 반이 분리되지 않도록 주의합니다."", ""에어프라이어를 400도 화씨(200도 섭씨)로 예열하다. 감자에 기름이나 요리용 분무를 가볍게 분무하다."", ""필요한 경우 배치로 에어프라이하다 황금색이고 바삭할 때까지, 8~10분. 5분 동안 그대로 둔 후 서빙합니다.""]",8,5
고전 소고기 엠파나다,에피타이저 및 스낵,페이스트리 에피타이저,"이 정통 엠파나다 레시피는 소고기, 완전히 익힌 계란, 녹색 올리브, 감자를 섞은 맛있는 소를 채운 아르헨티나식 소고기 엠파나다입니다. 이 고전적인 엠파나다는 아르헨티나 전역에서 흔히 볼 수 있습니다.","[""중간 크기 감자 2개"", ""버터 1큰술"", ""양파 2개, 다지기"", ""파란 양파 3개, 다지기"", ""빨간 파프리카 1개, 다지기"", ""살코기 소고기 1파운드"", ""파프리카 1작은술"", ""카옌 페퍼 ½작은술"", ""소금 맛에 맞게"", ""녹색 올리브 ¾컵, 씨 제거하고 다지기"", ""완전히 익힌 계란 2개"", ""올리브유 1큰술"", ""엠파나다 페이스트리 라운드 24개"", ""계란 1개, 가볍게 휘핑하기""]","[""감자를 큰 냄비에 놓고 물로 덮기; 끓이다. 불을 줄여 중약불로 약불로 끓이기 약 8분간 거의 부드러워질 때까지. 기름기를 빼기. 식을 수 있을 정도로 식혀서, 껍질을 벗기고 자르기 정육면체로. 옆에 두기."", ""한편, 큰 스킬렛에서 버터를 녹이고 양파와 파란 양파를 익히기 부드러워질 때까지, 약 5분. 파프리카를 더하고 익히기 3분. 소고기를 더하기; 익히고 저어주기 소고기가 갈색으로 익혀질 때까지, 약 5분. 파프리카, 카옌 페퍼, 소금으로 간하기."", ""소고기 혼합물을 불에서 제거하기; 감자와 올리브를 더하기. 다진 완전히 익힌 계란을 저어주기; 소를 옆에 두기 식기, 약 20분."", ""오븐을 화씨 425도(섭씨 220도)로 예열하기. 2개의 구이판을 알루미늄 호일로 덮고 올리브유로 가볍게 기름을 바르기."", ""엠파나다 페이스트리 라운드를 평평한 표면에 놓고 가장자리를 따뜻한 물로 가볍게 적시기. 식혀진 소를 큰 스푼으로 중앙에 놓고 반죽을 접기. 포크로 누르기 가장자리를 봉인하기. 남은 라운드와 소로 반복하기. 엠파나다를 준비된 구이판으로 옮기고 휘핑한 계란으로 붓기."", ""예열된 오븐에서 굽기 황금색으로 익혀질 때까지, 15~20분.",14,6
편안한 스켈롭 감자,부활절,스켈롭 감자,따뜻한 소망과 배를 채워주는 For The Love Of The South의 Amber Wilson의 이 맛있는 요리로 축복하세요,"[""2파운드 유콘 골드 감자, 껍질을 벗기다, 슬라이스하다 1/4인치 두께"", ""마늘 정향 1개"", ""4큰술 무염 버터, 녹인 것, 팬에 기름을 바르다용 추가"", ""2컵 헤비크림"", ""1큰술 신선한 타임, 잎사귀만"", ""1컵 신선하게 강판에 간 파마산 치즈, 나눈 것"", ""소금과 후추 맛에 맞게"", ""Reynolds Wrap® 알루미늄 포일""]","[""예열하다 오븐을 375도 F로. Reynolds Wrap® 알루미늄 포일로 테두리가 있는 베이킹 시트를 깐다. 옆에 놓아두다. 시트는 나중에 오븐의 모든 흘린 것을 잡을 것이다."", ""감자 슬라이스를 큰 냄비에 놓다 그리고 차가운 물로 덮다. 소금으로 간하다 그리고 5분 동안 끓이기 시작한다. 콜랜더에 기름기를 빼다 그리고 감자가 1분 동안 찌도록 놔둔다."", ""마늘 정향으로 10인치 베이킹 접시를 문지르다 그리고 관대하게 접시에 버터를 바르다. 마늘을 잘게 다지다. 옆에 놓아두다."", ""가열하다가 꺼진 상태에서, 감자를 냄비에 옮기다 그리고 헤비크림, 타임, 파마산 치즈의 절반, 다진 마늘, 녹인 버터, 소금과 후추를 더한다. 감자가 잘 코팅하기될 때까지 모든 재료를 저어주다."", ""감자를 버터를 바른 베이킹 접시에 서로 위에 올리기 한다. 감자 위에 남은 액체를 붓다. 베이킹 접시를 준비된 베이킹 시트에 놓다. 베이킹 접시를 포일로 덮다 그리고 40분 동안 굽다. 베이킹 접시에서 포일을 제거한다, 남은 치즈를 더하고 15-20분 동안 굽다, 또는 황금빛 갈색으로 익힐 때까지.""]",8,5
카피캣 치킨 프리타,이탈리안,이탈리안,이 카피캣 치킨 프리타는 아시아고와 빵가루 코팅으로 살짝 바삭하게 튀긴 육즙 많은 치킨 커틀릿을 펫투치니 위에 얹고 고급스러운 크림 아시아고 치즈 소스를 곁들인 요리입니다. 올리브 가든의 대표 메뉴를 직접 만든 이 버전을 사랑할 것입니다.,"[""페투치니 12온스"", ""이탈리안 1 1/2컵"", ""다목적 밀가루 1/4컵"", ""아시아고 치즈 2 1/2컵 (나누어서)"", ""전유 1컵"", ""4온스 치킨 브레스트 커틀릿 4개"", ""코셔 소금 3티스푼 (나누어서)"", ""검은 후추 1/2티스푼 (나누어서)"", ""튀김용 식용유 2컵 또는 필요에 따라"", ""무염 버터 1/4컵"", ""마늘 1테이블스푼"", ""헤비 휘핑 크림 1 1/2컵"", ""파슬리 1테이블스푼""]","[""오븐을 200도 F (95도 C)로 예열하기. 림이 있는 베이킹 시트에 종이 타올을 깔고 그 위에 와이어 랙을 놓기."", ""큰 냄비에 소금을 약간 넣은 물을 붓고 끓이기. 페투치니를 끓이다가 약 8분간 익혀 쫄깃한 식감이 나도록 익히기. 콜렌더에 파스타를 기름기를 빼고 파스타 국물 1 1/2컵을 따로 담아두기. 페투치니를 따로 담아두고 냄비는 비워두기."", ""파스타가 익는 동안 빵가루, 밀가루, 아시아고 1/2컵을 얕은 그릇에 섞기. 우유를 따로 얕은 그릇에 붓기. 치킨 양면에 소금 1티스푼과 후추 1/4티스푼으로 간하기. 커틀릿 하나씩 빵가루 혼합액에 입히고 우유에 찍어 먹은 후 빵가루 혼합액에 다시 코팅하고 단단히 누르기. 준비된 치킨을 접시에 놓기."", ""큰 팬에 기름을 1/4인치 깊이로 붓고 중간-높은 불에서 가열하여 350도 F (175도 C)에 도달하게 하기. 준비된 치킨을 뜨거운 기름에 놓고 한쪽에 2~3분씩 팬에서 튀기다 갈색으로 익혀 익혀지도록 하기. 튀긴 치킨을 준비된 와이어 랙에 옮기기. 모든 치킨이 튀겨지면 종이 타올 제거하기."", ""베이킹 시트를 예열된 오븐에 놓아 제공할 때까지 치킨을 따뜻하게 유지하기."", ""비워둔 파스타 냄비에서 중간 불에 버터를 녹이기. 마늘을 넣고 계속 저어주다 향이 나고 버터가 거품이 날 때까지 약 2분간 익히기. 헤비 크림을 저어주고 거품이 날 때까지 약 2분간 익히기. 남은 아시아고 2컵을 거품기로 저어주면서 걸쭉해질 때까지 약 1~2분간 익히기."", ""익힌 파스타를 넣고 남은 소금 2티스푼과 후추 1/4티스푼을 넣어 계속 저어주다 파스타가 소스로 코팅될 때까지 약 2분간 익히고, 필요에 따라 예약해둔 파스타 국물을 1/4컵씩 넣어 소스를 진하지 않게 하기."", ""치킨을 슬라이스하기. 파스타를 4개의 큰 접시에 나누어 담고 치킨을 올리고 파슬리로 장식하기.""]",13,8
"바삭한 순무 ""프라이""",저칼로리,저칼로리 곁요리,"맛있는 바삭한 순무 ""프라이."" 제 딸들과 저는 저탄수화물 식단을 하고 있으며 감자튀김 갈증을 해소할 무언가를 찾고 있었습니다. 순무로 훌륭한 프라이를 만들 수 있다는 것을 들었습니다. 실험해본 결과 이것을 만들었습니다. 원하는 향신료를 추가할 수 있습니다.","[""순무 3파운드"", ""식용유 1스푼"", ""파마산 치즈 1/3컵"", ""마늘 소금 1작은술"", ""파프리카 1작은술"", ""양파 파우더 1작은술""]","[""오븐을 화씨 425도(섭씨 220도)로 예열하다. 베이킹 시트에 알루미늄 호일을 깔고 살짝 기름을 바르다."", ""순무를 껍질을 벗기다, 프렌치 프라이 크기의 스틱으로 자르다, 약 1/3인치 x 4인치. 큰 볼에 놓다 그리고 식용유로 버무리다 코팅하기."", ""파마산, 마늘 소금, 파프리카, 양파 파우더를 재봉 가능한 플라스틱 봉지에 섞다; 잘 섞일 때까지 흔들다."", ""순무를 봉지에 놓다 그리고 향신료로 고르게 코팅될 때까지 흔들다."", ""준비된 베이킹 시트에 펼치다."", ""예열된 오븐에서 굽다 바깥쪽이 바삭해지고 안쪽이 부드러워질 때까지, 약 20분. 바로 제공하다.""]",6,6
향신료를 곁들인 맛있는 계피 롤 복숭아 코블러,Cobblers,Peach Cobbler,이 복숭아 코블러는 만들기 쉽고 매우 맛있습니다. 구입한 계피 롤을 사용하면 더 빠르게 만들 수 있습니다. 원하면 바닐라 아이스크림과 함께 제공하세요.,"[""분무하다 요리용"", ""1컵 중력분"", ""½컵 꽉 채운 황설탕"", ""½컵 버터, 깍둑썬"", ""¼작은술 조지아 복숭아 향신료 (Savory Spice Shop®와 같은)"", ""¼작은술 소금""]","[""오븐을 175°C(350°F)로 예열하세요. 9x9인치 베이킹 접시를 분무하기로 코팅하세요."", ""푸드 프로세서에서 밀가루, 황설탕, 버터, 복숭아 향신료, 소금을 함께 갈다 완두콩 크기의 부스러기처럼 될 때까지. 혼합물을 준비된 베이킹 접시의 바닥에 누르기."", ""예열된 오븐에서 크러스트를 약 15분간 황금색이고 고정될 때까지 굽다."", ""크러스트를 굽는 동안, 냄비를 중불로 가열하다. 보관된 복숭아 주스를 냄비에 붓다; 설탕, 옥수수 전분, 복숭아 향신료를 저어주다 부드러워질 때까지. 끓이다; 익히다 그리고 저어주다 걸쭉해질 때까지, 약 2분. 불에서 제거; 통조림 및 냉동 복숭아를 저어주다."", ""오븐에서 크러스트를 제거하고 5분 동안 식히기. 복숭아 혼합물을 크러스트에 붓다."", ""예열된 오븐에서 약 20분간 끓을 때까지 굽다."", ""한편, 계피 롤을 함께 혼합하여 정사각형 페이스트리 디스크를 만듭니다. 밀가루를 뿌린 작업 표면에서 롤링 핀으로 디스크를 펼칩니다. 피자 커터를 사용하여 얇은 스트립으로 자르다. 스트립을 함께 엮어 격자 토핑을 만듭니다."", ""오븐에서 베이킹 접시를 제거; 복숭아 위에 격자를 올리기. 오븐 온도를 190°C(375°F)로 올립니다."", ""예열된 오븐에서 약 12분간 황금색으로 갈색으로 익힐 때까지 코블러를 굽다. 포함된 계피 롤 아이싱을 격자 크러스트 위에 붓다. 따뜻하게 제공하세요.""]",6,9
쉬운 베이킹 팔라펠과 오이-요거트 소스,팔라펠,팔라펠,"중동식 병아리콩과 향신료 '미트볼'인 팔라펠을 오븐에서 튀겨 칼로리를 낮춘 샌드위치입니다. 구운 피타 웨지 또는 피타 포켓, 깍둑썰기한 토마토, 채썬 상추, 오이 슬라이스와 함께 제공하세요.","[""분무하다 조리용"", ""올리브 기름 2큰술, 나누어서"", ""병아리콩 1캔(15온스), 기름기를 빼고 헹군"", ""양파 ¾개, 깍둑썰기"", ""신선한 고수 다진 것 ¼컵"", ""신선한 파슬리 다진 것 ¼컵"", ""마늘 3쪽, 으깬"", ""작은 레몬 1개, 제스트"", ""ground cumin ½작은술"", ""kosher salt ½작은술"", ""red pepper flakes ½작은술"", ""baking powder ½작은술"", ""all-purpose flour ⅓컵"", ""계란 1개, 휘핑한""]","[""9x13인치 금속 베이킹 팬에 분무하다 조리용과 올리브 기름 1큰술을 코팅하고 오븐에 놓다. 오븐을 375도 화씨(190도 섭씨)로 예열하다. C"", ""팔라펠 믹스에서 병아리콩, 양파, 고수, 파슬리, 마늘, 레몬 제스트, cumin, 소금, red pepper flakes, baking powder를 푸드 프로세서에서 갈다. 파스티가 되지 않을 때까지 다지기하고 볼에 옮기고 밀가루와 계란을 섞어 완전히 섞는다."", ""오븐에서 베이킹 팬을 제거하세요. 골프공 크기의 병아리콩 혼합물을 뜨거운 팬에 떠서 넣다."", ""예열된 오븐에서 15~20분 동안 굽다. 팔라펠을 남은 올리브 기름으로 칠하고 뒤집다. 양쪽이 황금색이 될 때까지 계속 굽다, 15~20분 더."", ""한편, 요거트, 오이, 레몬 주스, 마늘을 볼에 섞다. 소금과 카이엔 페퍼로 간하다. 냉장고에 보관했다가 제공할 준비가 되면 꺼내다."", ""팔라펠을 요거트 소스와 함께 제공하다.""]",14,6
가지 롤라티니,메인 디시,가을 메인 디시,"이탈리안 레스토랑에서 맛있는 가지 롤라티니를 먹은 후, 나는 꼭 이것을 만드는 법을 배워야겠다고 결심했다! 내 레시피를 즐기길 바란다.","[""1개 가지, 껍질을 벗기고 세로로 ¼인치 슬라이스하기"", ""1개 계란, 휘핑한"", ""1컵 이탈리안 시즈닝 빵가루"", ""2큰술 올리브 기름"", ""1컵 리코타 치즈"", ""10장 프로슈토"", ""1개(14온스) 토마토 파스타 소스"", ""2컵 채썬 모차렐라 치즈"", ""1파운드 엔젤헤어 파스타(선택사항)""]","[""재료를 준비한다."", ""가지 슬라이스를 계란에 찍어 먹고, 빵가루로 코팅하기. 올리브 기름을 큰 스킬렛에 기름을 바르고 중불-강불에서 가열하다."", ""가지 슬라이스를 양쪽에서 갈색으로 익히기까지 튀기기. 종이 수건이 깔린 접시에 기름기를 빼기. 오븐을 350도 F(175도 C)로 예열하다."", ""각 가지 슬라이스에 리코타 치즈 얇은 층을 펼치기. 각각에 프로슈토 한 장을 놓기. 단단히 말아서, 9x13인치 베이킹 디시에 봉제선 아래로 놓기. 가지 롤에 토마토 파스타 소스를 붓기, 그리고 채썬 모차렐라 치즈로 올리기."", ""예열된 오븐에서 15분간 굽기, 치즈가 녹고 약간 갈색으로 될 때까지."", ""가지 롤라티니를 파스타 위에 제공하고 싶다면, 가지 롤이 구워지는 동안 소금을 약간 넣은 물 냄비를 큰 냄비에서 끓이기로 가져오기. 파스타를 넣고, 부드러워질 때까지 2~3분 동안 익히기. 기름기를 빼기."", ""가지 롤과 소스를 파스타 위에 제공하다.""]",9,7
수제 글루텐 프리 뇨끼,덤플링,덤플링,"이 글루텐 프리 뇨끼는 글루텐 없이도 탱탱한 식감의 감자 맛이 난다. 이 레시피는 이탈리아 요리사들이 열을 낭비하지 않기 위해 감자를 식혀가는 화덕이나 오븐에 던졌던 과거의 비법을 사용한다. 잉여 구운 감자가 뇨끼가 되었는데, 수분이 매우 적기 때문이다(탄탄한 뇨끼의 비결) 그리고 맛있는 구운 감자 풍미를 가지고 있다!","[""감자 1½파운드"", ""실온의 계란 1개, 가볍게 휘핑한 것"", ""감자 전분 ⅓컵"", ""달콤한 쌀가루 1큰술"", ""고운 소금 ½작은술"", ""쌀가루 2큰술, 필요에 따라""]","[""오븐을 400도 F(200도 C)로 예열하다. 각 감자를 포크로 여러 번 구멍을 뚫고 베이킹시트에 놓다."", ""감자를 예열된 오븐에서 칼로 찔렀을 때 부드러워질 때까지 약 50분간 굽다. 약 10분간 다룰 수 있을 정도로 식히다."", ""감자의 껍질을 벗기고 리서 또는 푸드 밀을 통해 큰 볼에 넣다. 중앙에 우물을 만들고 계란을 붓다; 잘 섞다."", ""감자 전분, 달콤한 쌀가루, 소금을 볼에서 거품기로 저어주다. 감자 혼합물 위에 뿌리다; 부드러운 반죽이 형성될 때까지 저어주다. 나이프나 페이스트리 커터로 반죽을 4등분으로 자르다."", ""반죽이 들러붙지 않도록 작업 표면에 쌀가루를 뿌리다. 반죽 1조각을 약 1인치 지름의 줄 모양으로 펼치다. 1인치 뇨끼로 자르다. 각각을 포크의 뒷면으로 부드럽게 굴려 홈을 만들다. 남은 반죽으로 반복하다."", ""과량의 쌀가루를 털어내고 뇨끼를 약 5분간 휴지시키다."", ""큰 냄비에 소금물을 끓이기. 뇨끼를 한 번에 몇 개씩 넣고 위로 떠올랐을 때까지, 1~2분간 저어주지 말고 익히다. 슬롯 스푼으로 빼내다.""]",6,7
